"mea" "a_s_value" "mean" "a_s"
"tBodyAccJerk-max()-Y" "11" -0.7680052105 "subject"
"tBodyAccJerk-max()-Z" "11" -0.879054157278481 "subject"
"tBodyAccJerk-min()-X" "11" 0.654317212740506 "subject"
"tBodyAccJerk-min()-Y" "11" 0.678480001797468 "subject"
"tBodyAccJerk-min()-Z" "11" 0.819496687594937 "subject"
"tBodyAccJerk-sma()" "11" -0.681406414705696 "subject"
"tBodyAccJerk-energy()-X" "11" -0.880057864367089 "subject"
"tBodyAccJerk-energy()-Y" "11" -0.848650937689873 "subject"
"tBodyAccJerk-energy()-Z" "11" -0.973441398639241 "subject"
"tBodyAccJerk-iqr()-X" "11" -0.636979934717405 "subject"
"tBodyAccJerk-iqr()-Y" "11" -0.652049689674051 "subject"
"tBodyAccJerk-iqr()-Z" "11" -0.84602713835443 "subject"
"tBodyAccJerk-entropy()-X" "11" -0.0494917764650633 "subject"
"tBodyAccJerk-entropy()-Y" "11" -0.0326745162056962 "subject"
"tBodyAccJerk-entropy()-Z" "11" -0.177852499218354 "subject"
"tBodyAccJerk-arCoeff()-X,1" "11" -0.135773583611076 "subject"
"tBodyAccJerk-arCoeff()-X,2" "11" 0.135703949862658 "subject"
"tBodyAccJerk-arCoeff()-X,3" "11" 0.0680387873485759 "subject"
"tBodyAccJerk-arCoeff()-X,4" "11" 0.127559602941076 "subject"
"tBodyAccJerk-arCoeff()-Y,1" "11" -0.0860772764927215 "subject"
"tBodyAccJerk-arCoeff()-Y,2" "11" 0.029878612928481 "subject"
"tBodyAccJerk-arCoeff()-Y,3" "11" 0.191969669634715 "subject"
"tBodyAccJerk-arCoeff()-Y,4" "11" 0.354100009101266 "subject"
"tBodyAccJerk-arCoeff()-Z,1" "11" 0.0101884866407278 "subject"
"tBodyAccJerk-arCoeff()-Z,2" "11" 0.0699765174169937 "subject"
"tBodyAccJerk-arCoeff()-Z,3" "11" 0.0322968038316139 "subject"
"tBodyAccJerk-arCoeff()-Z,4" "11" 0.113633305760475 "subject"
"tBodyAccJerk-correlation()-X,Y" "11" -0.176910166751266 "subject"
"tBodyAccJerk-correlation()-X,Z" "11" 0.139420049615506 "subject"
"tBodyAccJerk-correlation()-Y,Z" "11" 0.0413075896974684 "subject"
"tBodyGyro-mean()-X" "11" -0.0547328440272468 "subject"
"tBodyGyro-mean()-Y" "11" -0.0582275770813291 "subject"
"tBodyGyro-mean()-Z" "11" 0.087284109682356 "subject"
"tBodyGyro-std()-X" "11" -0.739922126628797 "subject"
"tBodyGyro-std()-Y" "11" -0.703501766487342 "subject"
"tBodyGyro-std()-Z" "11" -0.725016008797468 "subject"
"tBodyGyro-mad()-X" "11" -0.747934291772152 "subject"
"tBodyGyro-mad()-Y" "11" -0.704057084588608 "subject"
"tBodyGyro-mad()-Z" "11" -0.746052666297468 "subject"
"tBodyGyro-max()-X" "11" -0.665772907132278 "subject"
"tBodyGyro-max()-Y" "11" -0.786850058037975 "subject"
"tBodyGyro-max()-Z" "11" -0.545268219439873 "subject"
"tBodyGyro-min()-X" "11" 0.646326737810127 "subject"
"tBodyGyro-min()-Y" "11" 0.775652007246835 "subject"
"tBodyGyro-min()-Z" "11" 0.599227670727848 "subject"
"tBodyGyro-sma()" "11" -0.633636888015823 "subject"
"tBodyGyro-energy()-X" "11" -0.908614085759494 "subject"
"tBodyGyro-energy()-Y" "11" -0.910952109272152 "subject"
"tBodyGyro-energy()-Z" "11" -0.925509128259494 "subject"
"tBodyGyro-iqr()-X" "11" -0.758228361287975 "subject"
"tBodyGyro-iqr()-Y" "11" -0.709591716664557 "subject"
"tBodyGyro-iqr()-Z" "11" -0.806038922879747 "subject"
"tBodyGyro-entropy()-X" "11" -0.228439052160759 "subject"
"tBodyGyro-entropy()-Y" "11" -0.134518185883006 "subject"
"tBodyGyro-entropy()-Z" "11" -0.0776944347590506 "subject"
"tBodyGyro-arCoeff()-X,1" "11" -0.32139098732557 "subject"
"tBodyGyro-arCoeff()-X,2" "11" 0.227216339497437 "subject"
"tBodyGyro-arCoeff()-X,3" "11" 0.0963355703616456 "subject"
"tBodyGyro-arCoeff()-X,4" "11" -0.0891774284381962 "subject"
"tBodyGyro-arCoeff()-Y,1" "11" -0.190066287154114 "subject"
"tBodyGyro-arCoeff()-Y,2" "11" 0.130991147304557 "subject"
"tBodyGyro-arCoeff()-Y,3" "11" 0.0163084790905063 "subject"
"tBodyGyro-arCoeff()-Y,4" "11" 0.141229302312975 "subject"
"tBodyGyro-arCoeff()-Z,1" "11" -0.138362510936709 "subject"
"tBodyGyro-arCoeff()-Z,2" "11" 0.0879972134341772 "subject"
"tBodyGyro-arCoeff()-Z,3" "11" 0.032968159543038 "subject"
"tBodyGyro-arCoeff()-Z,4" "11" 0.0646248202528165 "subject"
"tBodyGyro-correlation()-X,Y" "11" -0.0648556456456962 "subject"
"tBodyGyro-correlation()-X,Z" "11" 0.0953031828192089 "subject"
"tBodyGyro-correlation()-Y,Z" "11" 0.0123363638275316 "subject"
"tBodyGyroJerk-mean()-X" "11" -0.0805473309873418 "subject"
"tBodyGyroJerk-mean()-Y" "11" -0.0493914065474684 "subject"
"tBodyGyroJerk-mean()-Z" "11" -0.0480140167267405 "subject"
"tBodyGyroJerk-std()-X" "11" -0.781738140601266 "subject"
"tBodyGyroJerk-std()-Y" "11" -0.868377254082279 "subject"
"tBodyGyroJerk-std()-Z" "11" -0.795490882468354 "subject"
"tBodyGyroJerk-mad()-X" "11" -0.776484565031646 "subject"
"tBodyGyroJerk-mad()-Y" "11" -0.869106586582278 "subject"
"tBodyGyroJerk-mad()-Z" "11" -0.793150539018987 "subject"
"tBodyGyroJerk-max()-X" "11" -0.799641798227848 "subject"
"tBodyGyroJerk-max()-Y" "11" -0.892357243386076 "subject"
"tBodyGyroJerk-max()-Z" "11" -0.793635159841772 "subject"
"tBodyGyroJerk-min()-X" "11" 0.805873928449367 "subject"
"tBodyGyroJerk-min()-Y" "11" 0.903305298924051 "subject"
"tBodyGyroJerk-min()-Z" "11" 0.869023384968354 "subject"
"tBodyGyroJerk-sma()" "11" -0.826562569018987 "subject"
"tBodyGyroJerk-energy()-X" "11" -0.953179661424051 "subject"
"tBodyGyroJerk-energy()-Y" "11" -0.982605082088608 "subject"
"tBodyGyroJerk-energy()-Z" "11" -0.95585695914557 "subject"
"tBodyGyroJerk-iqr()-X" "11" -0.773773580158228 "subject"
"tBodyGyroJerk-iqr()-Y" "11" -0.867260286708861 "subject"
"tBodyGyroJerk-iqr()-Z" "11" -0.797155900221519 "subject"
"tBodyGyroJerk-entropy()-X" "11" -0.0222318463417722 "subject"
"tBodyGyroJerk-entropy()-Y" "11" -0.0572953978544304 "subject"
"tBodyGyroJerk-entropy()-Z" "11" -0.00846245401898734 "subject"
"tBodyGyroJerk-arCoeff()-X,1" "11" -0.163050852355506 "subject"
"tBodyGyroJerk-arCoeff()-X,2" "11" 0.0596649862724051 "subject"
"tBodyGyroJerk-arCoeff()-X,3" "11" 0.178465292106234 "subject"
"tBodyGyroJerk-arCoeff()-X,4" "11" 0.104655870633006 "subject"
"tBodyGyroJerk-arCoeff()-Y,1" "11" -0.153480851461076 "subject"
"tBodyGyroJerk-arCoeff()-Y,2" "11" 0.140394434923101 "subject"
"tBodyGyroJerk-arCoeff()-Y,3" "11" 0.109218622670918 "subject"
"tBodyGyroJerk-arCoeff()-Y,4" "11" 0.0982584796958861 "subject"
"tBodyGyroJerk-arCoeff()-Z,1" "11" -0.0660010764011709 "subject"
"tBodyGyroJerk-arCoeff()-Z,2" "11" 0.0286827281885791 "subject"
"tBodyGyroJerk-arCoeff()-Z,3" "11" 0.146196585451456 "subject"
"tBodyGyroJerk-arCoeff()-Z,4" "11" -0.0111368582653481 "subject"
"tBodyGyroJerk-correlation()-X,Y" "11" 0.103947376274747 "subject"
"tBodyGyroJerk-correlation()-X,Z" "11" -0.0574716329043671 "subject"
"tBodyGyroJerk-correlation()-Y,Z" "11" 0.0274157945953481 "subject"
"tBodyAccMag-mean()" "11" -0.542825032813608 "subject"
"tBodyAccMag-std()" "11" -0.612882270912658 "subject"
"tBodyAccMag-mad()" "11" -0.65225979087269 "subject"
"tBodyAccMag-max()" "11" -0.585175048461076 "subject"
"tBodyAccMag-min()" "11" -0.840708621424051 "subject"
"tBodyAccMag-sma()" "11" -0.542825032813608 "subject"
"tBodyAccMag-energy()" "11" -0.788063079810127 "subject"
"tBodyAccMag-iqr()" "11" -0.693063097392405 "subject"
"tBodyAccMag-entropy()" "11" 0.115147900512025 "subject"
"tBodyAccMag-arCoeff()1" "11" -0.0525537424451899 "subject"
"tBodyAccMag-arCoeff()2" "11" 0.0121828328955696 "subject"
"tBodyAccMag-arCoeff()3" "11" 0.0563256165338608 "subject"
"tBodyAccMag-arCoeff()4" "11" -0.0470450692733133 "subject"
"tGravityAccMag-mean()" "11" -0.542825032813608 "subject"
"tGravityAccMag-std()" "11" -0.612882270912658 "subject"
"tGravityAccMag-mad()" "11" -0.65225979087269 "subject"
"tGravityAccMag-max()" "11" -0.585175048461076 "subject"
"tGravityAccMag-min()" "11" -0.840708621424051 "subject"
"tGravityAccMag-sma()" "11" -0.542825032813608 "subject"
"tGravityAccMag-energy()" "11" -0.788063079810127 "subject"
"tGravityAccMag-iqr()" "11" -0.693063097392405 "subject"
"tGravityAccMag-entropy()" "11" 0.115147900512025 "subject"
"tGravityAccMag-arCoeff()1" "11" -0.0525537424451899 "subject"
"tGravityAccMag-arCoeff()2" "11" 0.0121828328955696 "subject"
"tGravityAccMag-arCoeff()3" "11" 0.0563256165338608 "subject"
"tGravityAccMag-arCoeff()4" "11" -0.0470450692733133 "subject"
"tBodyAccJerkMag-mean()" "11" -0.679819504547468 "subject"
"tBodyAccJerkMag-std()" "11" -0.664241760370253 "subject"
"tBodyAccJerkMag-mad()" "11" -0.677164678227848 "subject"
"tBodyAccJerkMag-max()" "11" -0.680111223231013 "subject"
"tBodyAccJerkMag-min()" "11" -0.819602739398734 "subject"
"tBodyAccJerkMag-sma()" "11" -0.679819504547468 "subject"
"tBodyAccJerkMag-energy()" "11" -0.889645374525316 "subject"
"tBodyAccJerkMag-iqr()" "11" -0.717538505161392 "subject"
"tBodyAccJerkMag-entropy()" "11" -0.0361427251582278 "subject"
"tBodyAccJerkMag-arCoeff()1" "11" 0.0525439686283228 "subject"
"tBodyAccJerkMag-arCoeff()2" "11" 0.00727452155128797 "subject"
"tBodyAccJerkMag-arCoeff()3" "11" -0.0683875800244247 "subject"
"tBodyAccJerkMag-arCoeff()4" "11" -0.0844928174203481 "subject"
"tBodyGyroMag-mean()" "11" -0.628367851066456 "subject"
"tBodyGyroMag-std()" "11" -0.696771378957911 "subject"
"tBodyGyroMag-mad()" "11" -0.665705948169937 "subject"
"tBodyGyroMag-max()" "11" -0.739602743291139 "subject"
"tBodyGyroMag-min()" "11" -0.752219323110759 "subject"
"tBodyGyroMag-sma()" "11" -0.628367851066456 "subject"
"tBodyGyroMag-energy()" "11" -0.866482671487342 "subject"
"tBodyGyroMag-iqr()" "11" -0.683270890537658 "subject"
"tBodyGyroMag-entropy()" "11" 0.265467050037975 "subject"
"tBodyGyroMag-arCoeff()1" "11" -0.144534041818987 "subject"
"tBodyGyroMag-arCoeff()2" "11" 0.0364803152389241 "subject"
"tBodyGyroMag-arCoeff()3" "11" 0.0451834935132911 "subject"
"tBodyGyroMag-arCoeff()4" "11" -0.00977386751806962 "subject"
"tBodyGyroJerkMag-mean()" "11" -0.826829028481013 "subject"
"tBodyGyroJerkMag-std()" "11" -0.866905012626582 "subject"
"tBodyGyroJerkMag-mad()" "11" -0.872242503101266 "subject"
"tBodyGyroJerkMag-max()" "11" -0.871567893797468 "subject"
"tBodyGyroJerkMag-min()" "11" -0.821416895664557 "subject"
"tBodyGyroJerkMag-sma()" "11" -0.826829028481013 "subject"
"tBodyGyroJerkMag-energy()" "11" -0.972798760031646 "subject"
"tBodyGyroJerkMag-iqr()" "11" -0.873191136202532 "subject"
"tBodyGyroJerkMag-entropy()" "11" 0.0718159677955696 "subject"
"tBodyGyroJerkMag-arCoeff()1" "11" 0.209777968286392 "subject"
"tBodyGyroJerkMag-arCoeff()2" "11" -0.142738371431013 "subject"
"tBodyGyroJerkMag-arCoeff()3" "11" -0.0264236905557911 "subject"
"tBodyGyroJerkMag-arCoeff()4" "11" -0.200767113821646 "subject"
"fBodyAcc-mean()-X" "11" -0.619524028324684 "subject"
"fBodyAcc-mean()-Y" "11" -0.531455265662532 "subject"
"fBodyAcc-mean()-Z" "11" -0.750026145791139 "subject"
"fBodyAcc-std()-X" "11" -0.579491754749367 "subject"
"fBodyAcc-std()-Y" "11" -0.502570240243354 "subject"
"fBodyAcc-std()-Z" "11" -0.652095671108544 "subject"
"fBodyAcc-mad()-X" "11" -0.576242878949051 "subject"
"fBodyAcc-mad()-Y" "11" -0.504484879826918 "subject"
"fBodyAcc-mad()-Z" "11" -0.71949536835443 "subject"
"fBodyAcc-max()-X" "11" -0.622792102671519 "subject"
"fBodyAcc-max()-Y" "11" -0.61992525802943 "subject"
"fBodyAcc-max()-Z" "11" -0.607579681634177 "subject"
"fBodyAcc-min()-X" "11" -0.85595453411076 "subject"
"fBodyAcc-min()-Y" "11" -0.880052205193038 "subject"
"fBodyAcc-min()-Z" "11" -0.930313473227848 "subject"
"fBodyAcc-sma()" "11" -0.580494193401013 "subject"
"fBodyAcc-energy()-X" "11" -0.821905834272152 "subject"
"fBodyAcc-energy()-Y" "11" -0.756103586648734 "subject"
"fBodyAcc-energy()-Z" "11" -0.886941594208861 "subject"
"fBodyAcc-iqr()-X" "11" -0.669953699616772 "subject"
"fBodyAcc-iqr()-Y" "11" -0.651073376688608 "subject"
"fBodyAcc-iqr()-Z" "11" -0.825481334462025 "subject"
"fBodyAcc-entropy()-X" "11" -0.189810014778481 "subject"
"fBodyAcc-entropy()-Y" "11" -0.163613190164557 "subject"
"fBodyAcc-entropy()-Z" "11" -0.287494694875348 "subject"
"fBodyAcc-maxInds-X" "11" -0.756022865193038 "subject"
"fBodyAcc-maxInds-Y" "11" -0.762236286572785 "subject"
"fBodyAcc-maxInds-Z" "11" -0.865871468797468 "subject"
"fBodyAcc-meanFreq()-X" "11" -0.224360420717722 "subject"
"fBodyAcc-meanFreq()-Y" "11" 0.0318551463759494 "subject"
"fBodyAcc-meanFreq()-Z" "11" 0.0502783009075316 "subject"
"fBodyAcc-skewness()-X" "11" -0.180603748345348 "subject"
"fBodyAcc-kurtosis()-X" "11" -0.519254276783861 "subject"
"fBodyAcc-skewness()-Y" "11" -0.288926621532278 "subject"
"fBodyAcc-kurtosis()-Y" "11" -0.597867387609968 "subject"
"fBodyAcc-skewness()-Z" "11" -0.173842534788924 "subject"
"fBodyAcc-kurtosis()-Z" "11" -0.380367647836392 "subject"
"fBodyAcc-bandsEnergy()-1,8" "11" -0.801828280189873 "subject"
"fBodyAcc-bandsEnergy()-9,16" "11" -0.903846001867089 "subject"
"fBodyAcc-bandsEnergy()-17,24" "11" -0.890265179778481 "subject"
"fBodyAcc-bandsEnergy()-25,32" "11" -0.929320317341772 "subject"
"fBodyAcc-bandsEnergy()-33,40" "11" -0.929147128765823 "subject"
"fBodyAcc-bandsEnergy()-41,48" "11" -0.930237263037975 "subject"
"fBodyAcc-bandsEnergy()-49,56" "11" -0.946631838734177 "subject"
"fBodyAcc-bandsEnergy()-57,64" "11" -0.948062824113924 "subject"
"fBodyAcc-bandsEnergy()-1,16" "11" -0.813463408382911 "subject"
"fBodyAcc-bandsEnergy()-17,32" "11" -0.884746418702532 "subject"
"fBodyAcc-bandsEnergy()-33,48" "11" -0.929570308702532 "subject"
"fBodyAcc-bandsEnergy()-49,64" "11" -0.947111481265823 "subject"
"fBodyAcc-bandsEnergy()-1,24" "11" -0.818923799781646 "subject"
"fBodyAcc-bandsEnergy()-25,48" "11" -0.915676421803797 "subject"
"fBodyAcc-bandsEnergy()-1,8.1" "11" -0.782738542753165 "subject"
"fBodyAcc-bandsEnergy()-9,16.1" "11" -0.84956313835443 "subject"
"fBodyAcc-bandsEnergy()-17,24.1" "11" -0.882042249873418 "subject"
"fBodyAcc-bandsEnergy()-25,32.1" "11" -0.937642893797468 "subject"
"fBodyAcc-bandsEnergy()-33,40.1" "11" -0.923067189525316 "subject"
"fBodyAcc-bandsEnergy()-41,48.1" "11" -0.891066734082278 "subject"
"fBodyAcc-bandsEnergy()-49,56.1" "11" -0.910123126613924 "subject"
"fBodyAcc-bandsEnergy()-57,64.1" "11" -0.954421511424051 "subject"
"fBodyAcc-bandsEnergy()-1,16.1" "11" -0.756147659626582 "subject"
"fBodyAcc-bandsEnergy()-17,32.1" "11" -0.868001820253165 "subject"
"fBodyAcc-bandsEnergy()-33,48.1" "11" -0.901999750348101 "subject"
"fBodyAcc-bandsEnergy()-49,64.1" "11" -0.925898821740506 "subject"
"fBodyAcc-bandsEnergy()-1,24.1" "11" -0.756342848281646 "subject"
"fBodyAcc-bandsEnergy()-25,48.1" "11" -0.923400715601266 "subject"
"fBodyAcc-bandsEnergy()-1,8.2" "11" -0.874064337563291 "subject"
"fBodyAcc-bandsEnergy()-9,16.2" "11" -0.969982637531646 "subject"
"fBodyAcc-bandsEnergy()-17,24.2" "11" -0.970272931265823 "subject"
"fBodyAcc-bandsEnergy()-25,32.2" "11" -0.983662923892405 "subject"
"fBodyAcc-bandsEnergy()-33,40.2" "11" -0.985821876582278 "subject"
"fBodyAcc-bandsEnergy()-41,48.2" "11" -0.969199308006329 "subject"
"fBodyAcc-bandsEnergy()-49,56.2" "11" -0.970327136170886 "subject"
"fBodyAcc-bandsEnergy()-57,64.2" "11" -0.971896402341772 "subject"
"fBodyAcc-bandsEnergy()-1,16.2" "11" -0.889677728037975 "subject"
"fBodyAcc-bandsEnergy()-17,32.2" "11" -0.975156496993671 "subject"
"fBodyAcc-bandsEnergy()-33,48.2" "11" -0.980537591772152 "subject"
"fBodyAcc-bandsEnergy()-49,64.2" "11" -0.970554268164557 "subject"
"fBodyAcc-bandsEnergy()-1,24.2" "11" -0.887459811170886 "subject"
"fBodyAcc-bandsEnergy()-25,48.2" "11" -0.982788334841772 "subject"
"fBodyAccJerk-mean()-X" "11" -0.676672987166456 "subject"
"fBodyAccJerk-mean()-Y" "11" -0.632374688606013 "subject"
"fBodyAccJerk-mean()-Z" "11" -0.825559590221519 "subject"
"fBodyAccJerk-std()-X" "11" -0.672195644346519 "subject"
"fBodyAccJerk-std()-Y" "11" -0.609444998247785 "subject"
"fBodyAccJerk-std()-Z" "11" -0.858259630601266 "subject"
"fBodyAccJerk-mad()-X" "11" -0.617363508528038 "subject"
"fBodyAccJerk-mad()-Y" "11" -0.62358742393038 "subject"
"fBodyAccJerk-mad()-Z" "11" -0.845305084841772 "subject"
"fBodyAccJerk-max()-X" "11" -0.717839858632911 "subject"
"fBodyAccJerk-max()-Y" "11" -0.679939559661392 "subject"
"fBodyAccJerk-max()-Z" "11" -0.871114281962025 "subject"
"fBodyAccJerk-min()-X" "11" -0.880451309009494 "subject"
"fBodyAccJerk-min()-Y" "11" -0.862986742120253 "subject"
"fBodyAccJerk-min()-Z" "11" -0.917072679240506 "subject"
"fBodyAccJerk-sma()" "11" -0.662273676291139 "subject"
"fBodyAccJerk-energy()-X" "11" -0.879951857753165 "subject"
"fBodyAccJerk-energy()-Y" "11" -0.848729530537975 "subject"
"fBodyAccJerk-energy()-Z" "11" -0.973460358164557 "subject"
"fBodyAccJerk-iqr()-X" "11" -0.660831309719304 "subject"
"fBodyAccJerk-iqr()-Y" "11" -0.724570746424051 "subject"
"fBodyAccJerk-iqr()-Z" "11" -0.844171126898734 "subject"
"fBodyAccJerk-entropy()-X" "11" -0.23929997636076 "subject"
"fBodyAccJerk-entropy()-Y" "11" -0.216421824651899 "subject"
"fBodyAccJerk-entropy()-Z" "11" -0.438861676648894 "subject"
"fBodyAccJerk-maxInds-X" "11" -0.455569620253165 "subject"
"fBodyAccJerk-maxInds-Y" "11" -0.446455696202532 "subject"
"fBodyAccJerk-maxInds-Z" "11" -0.34253164556962 "subject"
"fBodyAccJerk-meanFreq()-X" "11" -0.0874254925382278 "subject"
"fBodyAccJerk-meanFreq()-Y" "11" -0.242572597206013 "subject"
"fBodyAccJerk-meanFreq()-Z" "11" -0.0992296316156962 "subject"
"fBodyAccJerk-skewness()-X" "11" -0.294642557510886 "subject"
"fBodyAccJerk-kurtosis()-X" "11" -0.698167195117089 "subject"
"fBodyAccJerk-skewness()-Y" "11" -0.362993759586076 "subject"
"fBodyAccJerk-kurtosis()-Y" "11" -0.803657273006329 "subject"
"fBodyAccJerk-skewness()-Z" "11" -0.499785172487342 "subject"
"fBodyAccJerk-kurtosis()-Z" "11" -0.822457232341772 "subject"
"fBodyAccJerk-bandsEnergy()-1,8" "11" -0.863480328196203 "subject"
"fBodyAccJerk-bandsEnergy()-9,16" "11" -0.915304061012658 "subject"
"fBodyAccJerk-bandsEnergy()-17,24" "11" -0.906125874398734 "subject"
"fBodyAccJerk-bandsEnergy()-25,32" "11" -0.936553280316456 "subject"
"fBodyAccJerk-bandsEnergy()-33,40" "11" -0.940363296329114 "subject"
"fBodyAccJerk-bandsEnergy()-41,48" "11" -0.930350147310127 "subject"
"fBodyAccJerk-bandsEnergy()-49,56" "11" -0.954855913829114 "subject"
"fBodyAccJerk-bandsEnergy()-57,64" "11" -0.986057668259494 "subject"
"fBodyAccJerk-bandsEnergy()-1,16" "11" -0.884710621772152 "subject"
"fBodyAccJerk-bandsEnergy()-17,32" "11" -0.89761019528481 "subject"
"fBodyAccJerk-bandsEnergy()-33,48" "11" -0.931292260981013 "subject"
"fBodyAccJerk-bandsEnergy()-49,64" "11" -0.952942298734177 "subject"
"fBodyAccJerk-bandsEnergy()-1,24" "11" -0.871767301139241 "subject"
"fBodyAccJerk-bandsEnergy()-25,48" "11" -0.906998777151899 "subject"
"fBodyAccJerk-bandsEnergy()-1,8.1" "11" -0.818301606471519 "subject"
"fBodyAccJerk-bandsEnergy()-9,16.1" "11" -0.878126742341772 "subject"
"fBodyAccJerk-bandsEnergy()-17,24.1" "11" -0.863057593639241 "subject"
"fBodyAccJerk-bandsEnergy()-25,32.1" "11" -0.943322678797468 "subject"
"fBodyAccJerk-bandsEnergy()-33,40.1" "11" -0.939620014905063 "subject"
"fBodyAccJerk-bandsEnergy()-41,48.1" "11" -0.884946270123418 "subject"
"fBodyAccJerk-bandsEnergy()-49,56.1" "11" -0.930995032373418 "subject"
"fBodyAccJerk-bandsEnergy()-57,64.1" "11" -0.976029443702532 "subject"
"fBodyAccJerk-bandsEnergy()-1,16.1" "11" -0.846696809841772 "subject"
"fBodyAccJerk-bandsEnergy()-17,32.1" "11" -0.87335875443038 "subject"
"fBodyAccJerk-bandsEnergy()-33,48.1" "11" -0.901790528101266 "subject"
"fBodyAccJerk-bandsEnergy()-49,64.1" "11" -0.936680148417722 "subject"
"fBodyAccJerk-bandsEnergy()-1,24.1" "11" -0.828192575316456 "subject"
"fBodyAccJerk-bandsEnergy()-25,48.1" "11" -0.926551415886076 "subject"
"fBodyAccJerk-bandsEnergy()-1,8.2" "11" -0.954290418449367 "subject"
"fBodyAccJerk-bandsEnergy()-9,16.2" "11" -0.9697589375 "subject"
"fBodyAccJerk-bandsEnergy()-17,24.2" "11" -0.972765724936709 "subject"
"fBodyAccJerk-bandsEnergy()-25,32.2" "11" -0.984709401044304 "subject"
"fBodyAccJerk-bandsEnergy()-33,40.2" "11" -0.987600809620253 "subject"
"fBodyAccJerk-bandsEnergy()-41,48.2" "11" -0.973901478734177 "subject"
"fBodyAccJerk-bandsEnergy()-49,56.2" "11" -0.971817371234177 "subject"
"fBodyAccJerk-bandsEnergy()-57,64.2" "11" -0.98955109721519 "subject"
"fBodyAccJerk-bandsEnergy()-1,16.2" "11" -0.957927689335443 "subject"
"fBodyAccJerk-bandsEnergy()-17,32.2" "11" -0.978634522436709 "subject"
"fBodyAccJerk-bandsEnergy()-33,48.2" "11" -0.982637424462025 "subject"
"fBodyAccJerk-bandsEnergy()-49,64.2" "11" -0.972062371139241 "subject"
"fBodyAccJerk-bandsEnergy()-1,24.2" "11" -0.962723833639241 "subject"
"fBodyAccJerk-bandsEnergy()-25,48.2" "11" -0.983921284272152 "subject"
"fBodyGyro-mean()-X" "11" -0.709949332117089 "subject"
"fBodyGyro-mean()-Y" "11" -0.776852868955696 "subject"
"fBodyGyro-mean()-Z" "11" -0.708842979272152 "subject"
"fBodyGyro-std()-X" "11" -0.751758277167721 "subject"
"fBodyGyro-std()-Y" "11" -0.670892713066772 "subject"
"fBodyGyro-std()-Z" "11" -0.75596062835443 "subject"
"fBodyGyro-mad()-X" "11" -0.710187197547468 "subject"
"fBodyGyro-mad()-Y" "11" -0.760004282689873 "subject"
"fBodyGyro-mad()-Z" "11" -0.698040915487342 "subject"
"fBodyGyro-max()-X" "11" -0.739682020883228 "subject"
"fBodyGyro-max()-Y" "11" -0.682244159888291 "subject"
"fBodyGyro-max()-Z" "11" -0.827968690443038 "subject"
"fBodyGyro-min()-X" "11" -0.935912629683544 "subject"
"fBodyGyro-min()-Y" "11" -0.925698492626582 "subject"
"fBodyGyro-min()-Z" "11" -0.928246509651899 "subject"
"fBodyGyro-sma()" "11" -0.722157976405063 "subject"
"fBodyGyro-energy()-X" "11" -0.928516870506329 "subject"
"fBodyGyro-energy()-Y" "11" -0.91252891278481 "subject"
"fBodyGyro-energy()-Z" "11" -0.926004385379747 "subject"
"fBodyGyro-iqr()-X" "11" -0.750259486867089 "subject"
"fBodyGyro-iqr()-Y" "11" -0.846843344113924 "subject"
"fBodyGyro-iqr()-Z" "11" -0.742006890721519 "subject"
"fBodyGyro-entropy()-X" "11" -0.147430850560127 "subject"
"fBodyGyro-entropy()-Y" "11" -0.174852978541139 "subject"
"fBodyGyro-entropy()-Z" "11" -0.155280826731013 "subject"
"fBodyGyro-maxInds-X" "11" -0.878059071107595 "subject"
"fBodyGyro-maxInds-Y" "11" -0.766639444601266 "subject"
"fBodyGyro-maxInds-Z" "11" -0.857704059208861 "subject"
"fBodyGyro-meanFreq()-X" "11" -0.111874925112848 "subject"
"fBodyGyro-meanFreq()-Y" "11" -0.181778028186076 "subject"
"fBodyGyro-meanFreq()-Z" "11" -0.0810951668035443 "subject"
"fBodyGyro-skewness()-X" "11" -0.203724480994304 "subject"
"fBodyGyro-kurtosis()-X" "11" -0.521735685486392 "subject"
"fBodyGyro-skewness()-Y" "11" -0.120788686632595 "subject"
"fBodyGyro-kurtosis()-Y" "11" -0.442567833738987 "subject"
"fBodyGyro-skewness()-Z" "11" -0.284863235556962 "subject"
"fBodyGyro-kurtosis()-Z" "11" -0.616512340048418 "subject"
"fBodyGyro-bandsEnergy()-1,8" "11" -0.936343012721519 "subject"
"fBodyGyro-bandsEnergy()-9,16" "11" -0.935049212056962 "subject"
"fBodyGyro-bandsEnergy()-17,24" "11" -0.947248014841772 "subject"
"fBodyGyro-bandsEnergy()-25,32" "11" -0.985336061772152 "subject"
"fBodyGyro-bandsEnergy()-33,40" "11" -0.980021996898734 "subject"
"fBodyGyro-bandsEnergy()-41,48" "11" -0.976775360031646 "subject"
"fBodyGyro-bandsEnergy()-49,56" "11" -0.976724643670886 "subject"
"fBodyGyro-bandsEnergy()-57,64" "11" -0.978437702911392 "subject"
"fBodyGyro-bandsEnergy()-1,16" "11" -0.93059463778481 "subject"
"fBodyGyro-bandsEnergy()-17,32" "11" -0.951588533924051 "subject"
"fBodyGyro-bandsEnergy()-33,48" "11" -0.976692279683544 "subject"
"fBodyGyro-bandsEnergy()-49,64" "11" -0.977482658037975 "subject"
"fBodyGyro-bandsEnergy()-1,24" "11" -0.928905931044304 "subject"
